scenario,phase,frame,spot,goal,elapsed_min,step1,step2,arrive_min,crowd_lo,crowd_hi,changing_goal
Two destination changes,1,128,Moon-Hoe Studio,Garden Tea Lodge,29.33,Phoenix Paulownia,Stone Qin Room,6,16.05,23.25,0
Two destination changes,1,129,Moon-Hoe Studio,Garden Tea Lodge,29.56,Golden Chestnut Studio,Stone Qin Room,6,18.49,26.31,0
Two destination changes,1,129,Moon-Hoe Studio,Garden Tea Lodge,29.56,Golden Chestnut Studio,Little Canglang Lodge,6,18.49,26.31,0
Two destination changes,1,129,Moon-Hoe Studio,Garden Tea Lodge,29.56,Winter Herb Hut,Lotus Depths,12,7.8,12.93,0
Two destination changes,1,129,Moon-Hoe Studio,Garden Tea Lodge,29.56,Phoenix Paulownia,Stone Qin Room,6,16.05,23.25,0
Two destination changes,1,130,Moon-Hoe Studio,Garden Tea Lodge,29.78,Golden Chestnut Studio,Stone Qin Room,6,18.49,26.31,0
Two destination changes,1,130,Moon-Hoe Studio,Garden Tea Lodge,29.78,Golden Chestnut Studio,Little Canglang Lodge,6,18.49,26.31,0
Two destination changes,1,130,Moon-Hoe Studio,Garden Tea Lodge,29.78,Winter Herb Hut,Lotus Depths,12,7.8,12.93,0
Two destination changes,1,130,Moon-Hoe Studio,Garden Tea Lodge,29.78,Phoenix Paulownia,Stone Qin Room,6,16.05,23.25,0
Two destination changes,1,131,Moon-Hoe Studio,Garden Tea Lodge,30.0,Golden Chestnut Studio,Stone Qin Room,6,18.49,26.31,0
Two destination changes,1,131,Moon-Hoe Studio,Garden Tea Lodge,30.0,Golden Chestnut Studio,Little Canglang Lodge,6,18.49,26.31,0
Two destination changes,1,131,Moon-Hoe Studio,Garden Tea Lodge,30.0,Winter Herb Hut,Lotus Depths,12,7.8,12.93,0
Two destination changes,1,131,Moon-Hoe Studio,Garden Tea Lodge,30.0,Phoenix Paulownia,Stone Qin Room,6,16.05,23.25,0
Two destination changes,1,132,Moon-Hoe Studio,Garden Tea Lodge,30.22,Golden Chestnut Studio,Stone Qin Room,6,14.34,21.11,0
Two destination changes,1,132,Moon-Hoe Studio,Garden Tea Lodge,30.22,Golden Chestnut Studio,Little Canglang Lodge,6,14.34,21.11,0
Two destination changes,1,132,Moon-Hoe Studio,Garden Tea Lodge,30.22,Winter Herb Hut,Lotus Depths,12,10.96,16.88,0
Two destination changes,1,132,Moon-Hoe Studio,Garden Tea Lodge,30.22,Golden Chestnut Studio,Phoenix Paulownia,6,14.34,21.11,0
Two destination changes,1,133,Moon-Hoe Studio,Garden Tea Lodge,30.44,Golden Chestnut Studio,Stone Qin Room,6,14.34,21.11,0
Two destination changes,1,133,Moon-Hoe Studio,Garden Tea Lodge,30.44,Golden Chestnut Studio,Little Canglang Lodge,6,14.34,21.11,0
Two destination changes,1,133,Moon-Hoe Studio,Garden Tea Lodge,30.44,Winter Herb Hut,Lotus Depths,12,10.96,16.88,0
Two destination changes,1,133,Moon-Hoe Studio,Garden Tea Lodge,30.44,Golden Chestnut Studio,Phoenix Paulownia,6,14.34,21.11,0
Two destination changes,1,134,Moon-Hoe Studio,Garden Tea Lodge,30.67,Golden Chestnut Studio,Stone Qin Room,6,14.34,21.11,0
Two destination changes,1,134,Moon-Hoe Studio,Garden Tea Lodge,30.67,Golden Chestnut Studio,Little Canglang Lodge,6,14.34,21.11,0
Two destination changes,1,134,Moon-Hoe Studio,Garden Tea Lodge,30.67,Winter Herb Hut,Lotus Depths,12,10.96,16.88,0
Two destination changes,1,134,Moon-Hoe Studio,Garden Tea Lodge,30.67,Golden Chestnut Studio,Phoenix Paulownia,6,14.34,21.11,0
Two destination changes,1,135,Moon-Hoe Studio,Garden Tea Lodge,30.89,Golden Chestnut Studio,Stone Qin Room,6,14.34,21.11,0
Two destination changes,1,135,Moon-Hoe Studio,Garden Tea Lodge,30.89,Golden Chestnut Studio,Little Canglang Lodge,6,14.34,21.11,0
Two destination changes,1,135,Moon-Hoe Studio,Garden Tea Lodge,30.89,Winter Herb Hut,Lotus Depths,12,10.96,16.88,0
Two destination changes,1,135,Moon-Hoe Studio,Garden Tea Lodge,30.89,Golden Chestnut Studio,Phoenix Paulownia,6,14.34,21.11,0
Two destination changes,1,136,Moon-Hoe Studio,Garden Tea Lodge,31.11,Golden Chestnut Studio,Stone Qin Room,6,18.08,25.8,0
Two destination changes,1,136,Moon-Hoe Studio,Garden Tea Lodge,31.11,Winter Herb Hut,Lotus Depths,12,12.36,18.63,0
Two destination changes,1,136,Moon-Hoe Studio,Garden Tea Lodge,31.11,Golden Chestnut Studio,Little Canglang Lodge,6,18.08,25.8,0
Two destination changes,1,136,Moon-Hoe Studio,Garden Tea Lodge,31.11,Golden Chestnut Studio,Phoenix Paulownia,6,18.08,25.8,0
Two destination changes,1,137,Moon-Hoe Studio,Garden Tea Lodge,31.33,Golden Chestnut Studio,Stone Qin Room,6,18.08,25.8,0
Two destination changes,1,137,Moon-Hoe Studio,Garden Tea Lodge,31.33,Winter Herb Hut,Lotus Depths,12,12.36,18.63,0
Two destination changes,1,137,Moon-Hoe Studio,Garden Tea Lodge,31.33,Golden Chestnut Studio,Little Canglang Lodge,6,18.08,25.8,0
Two destination changes,1,137,Moon-Hoe Studio,Garden Tea Lodge,31.33,Golden Chestnut Studio,Phoenix Paulownia,6,18.08,25.8,0
Two destination changes,1,138,Moon-Hoe Studio,Garden Tea Lodge,31.56,Golden Chestnut Studio,Stone Qin Room,6,18.08,25.8,0
Two destination changes,1,138,Moon-Hoe Studio,Garden Tea Lodge,31.56,Winter Herb Hut,Lotus Depths,12,12.36,18.63,0
Two destination changes,1,138,Moon-Hoe Studio,Garden Tea Lodge,31.56,Golden Chestnut Studio,Little Canglang Lodge,6,18.08,25.8,0
Two destination changes,1,138,Moon-Hoe Studio,Garden Tea Lodge,31.56,Golden Chestnut Studio,Phoenix Paulownia,6,18.08,25.8,0
Two destination changes,1,139,Moon-Hoe Studio,Garden Tea Lodge,31.78,Golden Chestnut Studio,Stone Qin Room,6,18.08,25.8,0
Two destination changes,1,139,Moon-Hoe Studio,Garden Tea Lodge,31.78,Winter Herb Hut,Lotus Depths,12,12.36,18.63,0
Two destination changes,1,139,Moon-Hoe Studio,Garden Tea Lodge,31.78,Golden Chestnut Studio,Little Canglang Lodge,6,18.08,25.8,0
Two destination changes,1,139,Moon-Hoe Studio,Garden Tea Lodge,31.78,Golden Chestnut Studio,Phoenix Paulownia,6,18.08,25.8,0
Two destination changes,2,140,Moon-Hoe Studio,Stone Worship Studio,32.0,Golden Chestnut Studio,Stone Qin Room,6,18.08,25.8,0
Two destination changes,2,140,Moon-Hoe Studio,Stone Worship Studio,32.0,Winter Herb Hut,Lotus Depths,12,12.36,18.63,0
Two destination changes,2,140,Moon-Hoe Studio,Stone Worship Studio,32.0,Golden Chestnut Studio,Little Canglang Lodge,6,18.08,25.8,0
Two destination changes,2,140,Moon-Hoe Studio,Stone Worship Studio,32.0,Golden Chestnut Studio,Phoenix Paulownia,6,18.08,25.8,0
Two destination changes,2,141,Moon-Hoe Studio,Stone Worship Studio,32.0,Golden Chestnut Studio,Stone Qin Room,6,18.08,25.8,0
Two destination changes,2,141,Moon-Hoe Studio,Stone Worship Studio,32.0,Winter Herb Hut,Lotus Depths,12,12.36,18.63,0
Two destination changes,2,141,Moon-Hoe Studio,Stone Worship Studio,32.0,Golden Chestnut Studio,Little Canglang Lodge,6,18.08,25.8,0
Two destination changes,2,141,Moon-Hoe Studio,Stone Worship Studio,32.0,Golden Chestnut Studio,Phoenix Paulownia,6,18.08,25.8,0
Two destination changes,2,172,Winter Herb Hut,Stone Worship Studio,44.0,Golden Chestnut Studio,Phoenix Paulownia,7,11.8,17.93,0
Two destination changes,2,172,Winter Herb Hut,Stone Worship Studio,44.0,Golden Chestnut Studio,Stone Qin Room,7,11.8,17.93,0
Two destination changes,2,172,Winter Herb Hut,Stone Worship Studio,44.0,Golden Chestnut Studio,Little Canglang Lodge,7,11.8,17.93,0
Two destination changes,2,172,Winter Herb Hut,Stone Worship Studio,44.0,Garden Tea Lodge,Paulownia Terrace,17,5.35,9.85,0
Two destination changes,2,173,Winter Herb Hut,Stone Worship Studio,44.53,Golden Chestnut Studio,Phoenix Paulownia,7,6.57,11.38,0
Two destination changes,2,173,Winter Herb Hut,Stone Worship Studio,44.53,Golden Chestnut Studio,Stone Qin Room,7,6.57,11.38,0
Two destination changes,2,173,Winter Herb Hut,Stone Worship Studio,44.53,Golden Chestnut Studio,Little Canglang Lodge,7,6.57,11.38,0
Two destination changes,2,173,Winter Herb Hut,Stone Worship Studio,44.53,Garden Tea Lodge,Paulownia Terrace,17,5.3,9.79,0
Two destination changes,2,174,Winter Herb Hut,Stone Worship Studio,45.07,Golden Chestnut Studio,Stone Qin Room,7,12.17,18.39,0
Two destination changes,2,174,Winter Herb Hut,Stone Worship Studio,45.07,Golden Chestnut Studio,Phoenix Paulownia,7,12.17,18.39,0
Two destination changes,2,174,Winter Herb Hut,Stone Worship Studio,45.07,Garden Tea Lodge,Paulownia Terrace,17,5.85,10.48,0
Two destination changes,2,174,Winter Herb Hut,Stone Worship Studio,45.07,Golden Chestnut Studio,Little Canglang Lodge,7,12.17,18.39,0
Two destination changes,2,175,Winter Herb Hut,Stone Worship Studio,45.6,Golden Chestnut Studio,Stone Qin Room,7,12.17,18.39,0
Two destination changes,2,175,Winter Herb Hut,Stone Worship Studio,45.6,Golden Chestnut Studio,Phoenix Paulownia,7,12.17,18.39,0
Two destination changes,2,175,Winter Herb Hut,Stone Worship Studio,45.6,Garden Tea Lodge,Paulownia Terrace,17,5.85,10.48,0
Two destination changes,2,175,Winter Herb Hut,Stone Worship Studio,45.6,Golden Chestnut Studio,Little Canglang Lodge,7,12.17,18.39,0
Two destination changes,2,176,Winter Herb Hut,Stone Worship Studio,46.13,Garden Tea Lodge,Paulownia Terrace,17,5.85,10.48,0
Two destination changes,2,176,Winter Herb Hut,Stone Worship Studio,46.13,Lotus Depths,Paulownia Terrace,4,11.48,17.53,0
Two destination changes,2,176,Winter Herb Hut,Stone Worship Studio,46.13,Golden Chestnut Studio,Stone Qin Room,7,11.27,17.26,0
Two destination changes,2,176,Winter Herb Hut,Stone Worship Studio,46.13,Golden Chestnut Studio,Phoenix Paulownia,7,11.27,17.26,0
Two destination changes,2,177,Winter Herb Hut,Stone Worship Studio,46.67,Garden Tea Lodge,Paulownia Terrace,17,5.85,10.48,0
Two destination changes,2,177,Winter Herb Hut,Stone Worship Studio,46.67,Lotus Depths,Paulownia Terrace,4,11.48,17.53,0
Two destination changes,2,177,Winter Herb Hut,Stone Worship Studio,46.67,Golden Chestnut Studio,Stone Qin Room,7,11.27,17.26,0
Two destination changes,2,177,Winter Herb Hut,Stone Worship Studio,46.67,Golden Chestnut Studio,Phoenix Paulownia,7,11.27,17.26,0
Two destination changes,2,178,Winter Herb Hut,Stone Worship Studio,47.2,Golden Chestnut Studio,Stone Qin Room,7,10.66,16.5,0
Two destination changes,2,178,Winter Herb Hut,Stone Worship Studio,47.2,Garden Tea Lodge,Paulownia Terrace,17,5.9,10.54,0
Two destination changes,2,178,Winter Herb Hut,Stone Worship Studio,47.2,Golden Chestnut Studio,Phoenix Paulownia,7,10.66,16.5,0
Two destination changes,2,178,Winter Herb Hut,Stone Worship Studio,47.2,Golden Chestnut Studio,Little Canglang Lodge,7,10.66,16.5,0
Two destination changes,2,179,Winter Herb Hut,Stone Worship Studio,47.73,Golden Chestnut Studio,Stone Qin Room,7,10.66,16.5,0
Two destination changes,2,179,Winter Herb Hut,Stone Worship Studio,47.73,Garden Tea Lodge,Paulownia Terrace,17,5.9,10.54,0
Two destination changes,2,179,Winter Herb Hut,Stone Worship Studio,47.73,Golden Chestnut Studio,Phoenix Paulownia,7,10.66,16.5,0
Two destination changes,2,179,Winter Herb Hut,Stone Worship Studio,47.73,Golden Chestnut Studio,Little Canglang Lodge,7,10.66,16.5,0
Two destination changes,2,180,Winter Herb Hut,Stone Worship Studio,48.27,Golden Chestnut Studio,Stone Qin Room,7,11.97,18.15,0
Two destination changes,2,180,Winter Herb Hut,Stone Worship Studio,48.27,Golden Chestnut Studio,Little Canglang Lodge,7,11.97,18.15,0
Two destination changes,2,180,Winter Herb Hut,Stone Worship Studio,48.27,Garden Tea Lodge,Paulownia Terrace,17,5.74,10.34,0
Two destination changes,2,180,Winter Herb Hut,Stone Worship Studio,48.27,Golden Chestnut Studio,Phoenix Paulownia,7,11.97,18.15,0
Two destination changes,2,181,Winter Herb Hut,Stone Worship Studio,48.8,Golden Chestnut Studio,Stone Qin Room,7,11.97,18.15,0
Two destination changes,2,181,Winter Herb Hut,Stone Worship Studio,48.8,Golden Chestnut Studio,Little Canglang Lodge,7,11.97,18.15,0
Two destination changes,2,181,Winter Herb Hut,Stone Worship Studio,48.8,Garden Tea Lodge,Paulownia Terrace,17,5.74,10.34,0
Two destination changes,2,181,Winter Herb Hut,Stone Worship Studio,48.8,Golden Chestnut Studio,Phoenix Paulownia,7,11.97,18.15,0
Two destination changes,2,182,Winter Herb Hut,Stone Worship Studio,49.33,Golden Chestnut Studio,Stone Qin Room,7,12.14,18.35,0
Two destination changes,2,182,Winter Herb Hut,Stone Worship Studio,49.33,Golden Chestnut Studio,Phoenix Paulownia,7,12.14,18.35,0
Two destination changes,2,182,Winter Herb Hut,Stone Worship Studio,49.33,Golden Chestnut Studio,Little Canglang Lodge,7,12.14,18.35,0
Two destination changes,2,182,Winter Herb Hut,Stone Worship Studio,49.33,Garden Tea Lodge,Paulownia Terrace,17,5.7,10.29,0
Two destination changes,2,183,Winter Herb Hut,Stone Worship Studio,49.87,Golden Chestnut Studio,Stone Qin Room,7,12.14,18.35,0
Two destination changes,2,183,Winter Herb Hut,Stone Worship Studio,49.87,Golden Chestnut Studio,Phoenix Paulownia,7,12.14,18.35,0
Two destination changes,2,183,Winter Herb Hut,Stone Worship Studio,49.87,Golden Chestnut Studio,Little Canglang Lodge,7,12.14,18.35,0
Two destination changes,2,183,Winter Herb Hut,Stone Worship Studio,49.87,Garden Tea Lodge,Paulownia Terrace,17,5.7,10.29,0
Two destination changes,2,184,Winter Herb Hut,Stone Worship Studio,50.4,Golden Chestnut Studio,Stone Qin Room,7,12.31,18.57,0
Two destination changes,2,184,Winter Herb Hut,Stone Worship Studio,50.4,Golden Chestnut Studio,Phoenix Paulownia,7,12.31,18.57,0
Two destination changes,2,184,Winter Herb Hut,Stone Worship Studio,50.4,Golden Chestnut Studio,Little Canglang Lodge,7,12.31,18.57,0
Two destination changes,2,184,Winter Herb Hut,Stone Worship Studio,50.4,Lotus Depths,Paulownia Terrace,4,11.51,17.57,0
Two destination changes,2,185,Winter Herb Hut,Stone Worship Studio,50.93,Golden Chestnut Studio,Stone Qin Room,7,12.31,18.57,0
Two destination changes,2,185,Winter Herb Hut,Stone Worship Studio,50.93,Golden Chestnut Studio,Phoenix Paulownia,7,12.31,18.57,0
Two destination changes,2,185,Winter Herb Hut,Stone Worship Studio,50.93,Golden Chestnut Studio,Little Canglang Lodge,7,12.31,18.57,0
Two destination changes,2,185,Winter Herb Hut,Stone Worship Studio,50.93,Lotus Depths,Paulownia Terrace,4,11.51,17.57,0
Two destination changes,2,186,Winter Herb Hut,Stone Worship Studio,51.47,Golden Chestnut Studio,Stone Qin Room,7,12.68,19.03,0
Two destination changes,2,186,Winter Herb Hut,Stone Worship Studio,51.47,Golden Chestnut Studio,Little Canglang Lodge,7,12.68,19.03,0
Two destination changes,2,186,Winter Herb Hut,Stone Worship Studio,51.47,Golden Chestnut Studio,Phoenix Paulownia,7,12.68,19.03,0
Two destination changes,2,186,Winter Herb Hut,Stone Worship Studio,51.47,Lotus Depths,Paulownia Terrace,4,12.03,18.22,0
Two destination changes,2,197,Lotus Depths,Stone Worship Studio,56.0,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,197,Lotus Depths,Stone Worship Studio,56.0,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,197,Lotus Depths,Stone Worship Studio,56.0,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,197,Lotus Depths,Stone Worship Studio,56.0,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,198,Lotus Depths,Stone Worship Studio,56.53,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,198,Lotus Depths,Stone Worship Studio,56.53,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,198,Lotus Depths,Stone Worship Studio,56.53,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,198,Lotus Depths,Stone Worship Studio,56.53,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,199,Lotus Depths,Stone Worship Studio,57.06,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,199,Lotus Depths,Stone Worship Studio,57.06,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,199,Lotus Depths,Stone Worship Studio,57.06,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,199,Lotus Depths,Stone Worship Studio,57.06,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,200,Lotus Depths,Stone Worship Studio,57.59,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,200,Lotus Depths,Stone Worship Studio,57.59,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,200,Lotus Depths,Stone Worship Studio,57.59,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,200,Lotus Depths,Stone Worship Studio,57.59,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,201,Lotus Depths,Stone Worship Studio,58.12,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,201,Lotus Depths,Stone Worship Studio,58.12,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,201,Lotus Depths,Stone Worship Studio,58.12,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,201,Lotus Depths,Stone Worship Studio,58.12,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,202,Lotus Depths,Stone Worship Studio,58.65,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,202,Lotus Depths,Stone Worship Studio,58.65,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,202,Lotus Depths,Stone Worship Studio,58.65,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,202,Lotus Depths,Stone Worship Studio,58.65,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,203,Lotus Depths,Stone Worship Studio,59.18,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,203,Lotus Depths,Stone Worship Studio,59.18,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,203,Lotus Depths,Stone Worship Studio,59.18,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,203,Lotus Depths,Stone Worship Studio,59.18,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,204,Lotus Depths,Stone Worship Studio,59.71,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,204,Lotus Depths,Stone Worship Studio,59.71,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,204,Lotus Depths,Stone Worship Studio,59.71,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,204,Lotus Depths,Stone Worship Studio,59.71,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,205,Lotus Depths,Stone Worship Studio,60.24,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,205,Lotus Depths,Stone Worship Studio,60.24,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,205,Lotus Depths,Stone Worship Studio,60.24,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,205,Lotus Depths,Stone Worship Studio,60.24,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,206,Lotus Depths,Stone Worship Studio,60.76,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,206,Lotus Depths,Stone Worship Studio,60.76,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,206,Lotus Depths,Stone Worship Studio,60.76,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,206,Lotus Depths,Stone Worship Studio,60.76,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,207,Lotus Depths,Stone Worship Studio,61.29,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,207,Lotus Depths,Stone Worship Studio,61.29,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,207,Lotus Depths,Stone Worship Studio,61.29,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,207,Lotus Depths,Stone Worship Studio,61.29,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,208,Lotus Depths,Stone Worship Studio,61.82,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,208,Lotus Depths,Stone Worship Studio,61.82,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,208,Lotus Depths,Stone Worship Studio,61.82,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,208,Lotus Depths,Stone Worship Studio,61.82,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,209,Lotus Depths,Stone Worship Studio,62.35,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,209,Lotus Depths,Stone Worship Studio,62.35,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,209,Lotus Depths,Stone Worship Studio,62.35,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,209,Lotus Depths,Stone Worship Studio,62.35,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,210,Lotus Depths,Stone Worship Studio,62.88,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,210,Lotus Depths,Stone Worship Studio,62.88,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,210,Lotus Depths,Stone Worship Studio,62.88,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,210,Lotus Depths,Stone Worship Studio,62.88,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,211,Lotus Depths,Stone Worship Studio,63.41,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,211,Lotus Depths,Stone Worship Studio,63.41,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,211,Lotus Depths,Stone Worship Studio,63.41,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,211,Lotus Depths,Stone Worship Studio,63.41,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,212,Lotus Depths,Stone Worship Studio,63.94,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,212,Lotus Depths,Stone Worship Studio,63.94,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,212,Lotus Depths,Stone Worship Studio,63.94,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,212,Lotus Depths,Stone Worship Studio,63.94,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,213,Lotus Depths,Stone Worship Studio,64.47,Paulownia Terrace,Spiral Bun Pavilion,4,4.38,8.63,0
Two destination changes,2,213,Lotus Depths,Stone Worship Studio,64.47,Paulownia Terrace,Garden Tea Lodge,4,4.38,8.63,0
Two destination changes,2,213,Lotus Depths,Stone Worship Studio,64.47,Spiral Bun Pavilion,Paulownia Terrace,5,11.49,17.54,0
Two destination changes,2,213,Lotus Depths,Stone Worship Studio,64.47,Spiral Bun Pavilion,Po-Xian Qin Gallery,5,11.49,17.54,0
Two destination changes,2,224,Paulownia Terrace,Stone Worship Studio,69.0,Spiral Bun Pavilion,Po-Xian Qin Gallery,3,11.49,17.54,0
Two destination changes,2,224,Paulownia Terrace,Stone Worship Studio,69.0,Spiral Bun Pavilion,Little Canglang Lodge,3,11.49,17.54,0
Two destination changes,2,224,Paulownia Terrace,Stone Worship Studio,69.0,Stone Worship Studio,Dew Hall,7,16.29,23.55,0
Two destination changes,2,224,Paulownia Terrace,Stone Worship Studio,69.0,Spiral Bun Pavilion,Stone Worship Studio,3,11.49,17.54,0
Two destination changes,2,225,Paulownia Terrace,Stone Worship Studio,69.54,Spiral Bun Pavilion,Po-Xian Qin Gallery,3,11.49,17.54,0
Two destination changes,2,225,Paulownia Terrace,Stone Worship Studio,69.54,Spiral Bun Pavilion,Little Canglang Lodge,3,11.49,17.54,0
Two destination changes,2,225,Paulownia Terrace,Stone Worship Studio,69.54,Stone Worship Studio,Dew Hall,7,16.29,23.55,0
Two destination changes,2,225,Paulownia Terrace,Stone Worship Studio,69.54,Spiral Bun Pavilion,Stone Worship Studio,3,11.49,17.54,0
Two destination changes,2,226,Paulownia Terrace,Stone Worship Studio,70.08,Spiral Bun Pavilion,Po-Xian Qin Gallery,3,11.49,17.54,0
Two destination changes,2,226,Paulownia Terrace,Stone Worship Studio,70.08,Spiral Bun Pavilion,Little Canglang Lodge,3,11.49,17.54,0
Two destination changes,2,226,Paulownia Terrace,Stone Worship Studio,70.08,Stone Worship Studio,Dew Hall,7,16.29,23.55,0
Two destination changes,2,226,Paulownia Terrace,Stone Worship Studio,70.08,Spiral Bun Pavilion,Stone Worship Studio,3,11.49,17.54,0
Two destination changes,2,227,Paulownia Terrace,Stone Worship Studio,70.62,Spiral Bun Pavilion,Po-Xian Qin Gallery,3,11.49,17.54,0
Two destination changes,2,227,Paulownia Terrace,Stone Worship Studio,70.62,Spiral Bun Pavilion,Little Canglang Lodge,3,11.49,17.54,0
Two destination changes,2,227,Paulownia Terrace,Stone Worship Studio,70.62,Stone Worship Studio,Dew Hall,7,16.29,23.55,0
Two destination changes,2,227,Paulownia Terrace,Stone Worship Studio,70.62,Spiral Bun Pavilion,Stone Worship Studio,3,11.49,17.54,0
Two destination changes,2,228,Paulownia Terrace,Stone Worship Studio,71.15,Spiral Bun Pavilion,Po-Xian Qin Gallery,3,11.49,17.54,0
Two destination changes,2,228,Paulownia Terrace,Stone Worship Studio,71.15,Spiral Bun Pavilion,Little Canglang Lodge,3,11.49,17.54,0
Two destination changes,2,228,Paulownia Terrace,Stone Worship Studio,71.15,Stone Worship Studio,Dew Hall,7,16.29,23.55,0
Two destination changes,2,228,Paulownia Terrace,Stone Worship Studio,71.15,Spiral Bun Pavilion,Stone Worship Studio,3,11.49,17.54,0
