排名,当前景点编号,当前景点名称,第一步景点编号,第一步景点名称,第二步景点编号,第二步景点名称,路径长度L,路径耗能C,路径时间T,路径移步异景分Q,参观景点数H,路径未来人数N,路径拥堵代价P,综合代价J,含主线偏好代价JR,与主线路重合度R,第一步到达分钟,第一步估计人数N̂,第一步保守人数N̄,第一步拥堵惩罚P,第二步到达分钟,第二步估计人数N̂,第二步保守人数N̄,第二步拥堵惩罚P,第一段道路序号r,第二段道路序号r,第一段道路移步异景分,第二段道路移步异景分
19,8,锁绿轩,9,湛露堂,14,拜石轩,867.73,10.65,18.0,1.0023,1,52.391,4.775,0.40884,0.454295,0.0909,4,27.831,37.452,4.775,18,3.585,14.939,0.0,1,1,1.4368,0.4961
20,8,锁绿轩,12,石听琴室,13,坡仙琴馆,881.07,9.29,14.5,0.7799,1,47.912,6.877,0.455591,0.505591,0.0,3,27.517,36.709,6.877,15,4.588,11.203,0.0,1,1,0.9688,0.5932
21,8,锁绿轩,9,湛露堂,4,月到风来亭,1020.28,12.37,23.0,1.0875,1,48.855,4.775,0.461401,0.506855,0.0909,4,27.831,37.452,4.775,23,2.827,11.403,0.0,1,1,1.4368,0.7928
22,8,锁绿轩,12,石听琴室,16,金栗斋,871.59,10.12,15.5,0.8931,1,47.916,6.877,0.462019,0.512019,0.0,3,27.517,36.709,6.877,16,3.917,11.207,0.0,1,1,0.9688,0.8166
23,8,锁绿轩,12,石听琴室,17,小沧浪馆,895.34,10.89,14.5,0.6885,1,45.889,6.877,0.498306,0.548306,0.0,3,27.517,36.709,6.877,15,3.697,9.18,0.0,1,1,0.9688,0.4199
24,8,锁绿轩,12,石听琴室,11,碧梧栖凤,904.26,10.78,14.5,0.8701,1,51.333,6.877,0.513167,0.563167,0.0,3,27.517,36.709,6.877,15,6.699,14.624,0.0,1,1,0.9688,0.7773
25,8,锁绿轩,12,石听琴室,7,面壁亭,1298.49,14.4,23.5,0.8946,1,47.237,6.877,0.682891,0.732891,0.0,3,27.517,36.709,6.877,24,6.223,10.528,0.0,1,2,0.9688,0.8568
1,9,湛露堂,5,金粟亭,4,月到风来亭,792.51,8.82,17.5,0.8051,1,20.336,0.0,-0.003088,0.036912,0.2,8,2.671,8.99,0.0,17,2.77,11.346,0.0,1,1,0.6767,0.9558
2,9,湛露堂,4,月到风来亭,5,金粟亭,918.08,10.22,18.5,0.8576,1,19.603,0.0,0.071786,0.111786,0.2,10,2.781,11.358,0.0,19,1.926,8.245,0.0,1,1,0.7928,0.9558
3,9,湛露堂,13,坡仙琴馆,18,螺髻亭,812.35,10.19,19.5,0.6868,1,22.79,0.0,0.072154,0.117608,0.0909,6,8.761,15.376,0.0,19,3.694,7.415,0.0,1,1,0.432,0.879
4,9,湛露堂,13,坡仙琴馆,12,石听琴室,792.15,8.42,18.5,0.5221,1,29.518,0.0,0.071524,0.121524,0.0,6,8.761,15.376,0.0,18,4.951,14.143,0.0,1,1,0.432,0.5932
5,9,湛露堂,4,月到风来亭,8,锁绿轩,927.57,11.78,19.5,1.3069,1,21.604,0.0,0.101592,0.147047,0.0909,10,2.781,11.358,0.0,20,4.237,10.246,0.0,1,1,0.7928,2.067
6,9,湛露堂,4,月到风来亭,3,藕花水榭,963.49,10.57,18.5,0.666,1,19.375,0.0,0.110897,0.150897,0.2,10,2.781,11.358,0.0,19,3.534,8.017,0.0,1,1,0.7928,0.4949
7,9,湛露堂,13,坡仙琴馆,17,小沧浪馆,841.91,10.36,22.5,0.5423,1,24.771,0.0,0.112411,0.162411,0.0,6,8.761,15.376,0.0,22,3.912,9.396,0.0,1,1,0.432,0.6204
8,9,湛露堂,13,坡仙琴馆,14,拜石轩,793.6,10.08,18.5,0.5325,1,30.315,0.0,0.12784,0.173294,0.0909,6,8.761,15.376,0.0,18,3.585,14.939,0.0,1,1,0.432,0.6114
9,9,湛露堂,13,坡仙琴馆,8,锁绿轩,1008.13,11.59,19.5,0.9359,1,25.422,0.0,0.178273,0.228273,0.0,6,8.761,15.376,0.0,19,4.038,10.047,0.0,1,1,0.432,1.2029
10,9,湛露堂,5,金粟亭,14,拜石轩,1126.55,12.04,21.5,0.6509,1,23.834,0.0,0.242136,0.282136,0.2,8,2.671,8.99,0.0,21,3.49,14.845,0.0,1,1,0.6767,0.6351
11,9,湛露堂,8,锁绿轩,4,月到风来亭,841.07,11.55,16.0,1.7172,1,43.598,2.295,0.4612,0.506655,0.0909,4,26.138,32.146,2.295,16,2.875,11.452,0.0,1,1,1.4368,2.067
12,9,湛露堂,14,拜石轩,13,坡仙琴馆,845.24,10.83,18.5,0.5568,1,43.803,1.781,0.472349,0.517804,0.0909,5,21.069,32.424,1.781,19,4.764,11.379,0.0,1,1,0.4961,0.6114
13,9,湛露堂,14,拜石轩,18,螺髻亭,962.06,11.87,20.5,0.6722,1,39.628,1.781,0.504066,0.544066,0.2,5,21.069,32.424,1.781,21,3.484,7.204,0.0,1,1,0.4961,0.7979
14,9,湛露堂,8,锁绿轩,12,石听琴室,905.01,10.77,15.0,1.2102,1,45.688,2.295,0.512813,0.562813,0.0,4,26.138,32.146,2.295,15,4.35,13.542,0.0,1,1,1.4368,0.9688
15,9,湛露堂,8,锁绿轩,7,面壁亭,918.1,12.01,16.0,1.3801,1,43.062,2.295,0.523331,0.573331,0.0,4,26.138,32.146,2.295,16,6.61,10.916,0.0,1,1,1.4368,1.3215
16,9,湛露堂,14,拜石轩,5,金粟亭,1099.57,11.72,21.5,0.5844,1,40.932,1.781,0.560589,0.600589,0.2,5,21.069,32.424,1.781,22,2.189,8.508,0.0,1,1,0.4961,0.6351
17,9,湛露堂,8,锁绿轩,3,藕花水榭,1035.1,13.19,16.0,1.3217,1,39.894,2.295,0.580199,0.625654,0.0909,4,26.138,32.146,2.295,16,3.264,7.747,0.0,1,1,1.4368,1.227
18,9,湛露堂,14,拜石轩,21,碧梧台,1256.67,13.21,21.5,0.96,1,43.558,1.781,0.646805,0.686805,0.2,5,21.069,32.424,1.781,22,5.119,11.134,0.0,1,1,0.4961,1.1772
19,9,湛露堂,8,锁绿轩,13,坡仙琴馆,1125.82,13.83,17.0,1.2999,1,43.591,2.295,0.657375,0.707375,0.0,4,26.138,32.146,2.295,17,4.83,11.445,0.0,1,1,1.4368,1.2029
1,10,南雪亭,15,锄月轩,16,金栗斋,896.38,12.68,20.0,1.4632,1,22.305,0.0,0.108098,0.158098,0.0,8,4.239,10.193,0.0,20,4.822,12.112,0.0,1,1,2.1346,0.4746
2,10,南雪亭,11,碧梧栖凤,15,锄月轩,960.14,11.81,20.0,1.1895,1,25.706,0.0,0.152416,0.202416,0.0,8,7.557,15.483,0.0,20,4.269,10.223,0.0,1,1,1.8427,0.5761
3,10,南雪亭,11,碧梧栖凤,6,桐荫斋,1039.36,12.46,19.0,1.8624,1,31.37,0.0,0.170488,0.220488,0.0,8,7.557,15.483,0.0,19,11.334,15.887,0.0,1,1,1.8427,1.8783
4,10,南雪亭,11,碧梧栖凤,16,金栗斋,993.44,12.5,21.0,1.4436,1,27.775,0.0,0.175193,0.225193,0.0,8,7.557,15.483,0.0,21,5.001,12.292,0.0,1,1,1.8427,1.0924
5,10,南雪亭,15,锄月轩,11,碧梧栖凤,1028.97,12.47,20.0,1.3846,1,25.118,0.0,0.177389,0.227389,0.0,8,4.239,10.193,0.0,20,7.0,14.925,0.0,1,1,2.1346,0.5761
6,10,南雪亭,11,碧梧栖凤,7,面壁亭,968.97,12.63,18.0,1.2683,1,26.232,0.0,0.178761,0.228761,0.0,8,7.557,15.483,0.0,18,6.444,10.75,0.0,1,1,1.8427,0.7384
7,10,南雪亭,11,碧梧栖凤,12,石听琴室,931.11,12.65,18.0,1.3094,1,29.625,0.0,0.181769,0.231769,0.0,8,7.557,15.483,0.0,18,4.951,14.143,0.0,1,1,1.8427,0.7773
8,10,南雪亭,15,锄月轩,19,岁寒草庐,1158.57,14.54,26.0,1.2965,1,21.325,0.0,0.28287,0.33287,0.0,8,4.239,10.193,0.0,26,5.18,11.132,0.0,1,1,2.1346,0.5805
9,10,南雪亭,6,桐荫斋,7,面壁亭,761.65,9.64,14.0,1.035,1,46.957,4.203,0.422899,0.472899,0.0,3,32.114,36.667,4.203,14,5.985,10.29,0.0,1,1,0.7889,1.2827
10,10,南雪亭,6,桐荫斋,1,正门石坊,913.09,12.13,14.0,1.2006,1,40.366,4.203,0.507415,0.55287,0.0909,3,32.114,36.667,4.203,14,2.352,3.699,0.0,1,1,0.7889,1.4967
11,10,南雪亭,6,桐荫斋,2,玉兰堂,843.45,10.73,13.0,0.952,1,51.11,4.203,0.525643,0.571097,0.0909,3,32.114,36.667,4.203,13,9.817,14.443,0.0,1,1,0.7889,1.0869
12,10,南雪亭,6,桐荫斋,11,碧梧栖凤,956.41,11.58,13.0,1.4431,1,51.188,4.203,0.547515,0.597515,0.0,3,32.114,36.667,4.203,13,6.596,14.522,0.0,1,1,0.7889,1.8783
1,11,碧梧栖凤,15,锄月轩,16,金栗斋,857.75,10.69,18.0,0.5332,1,22.351,0.0,0.045917,0.095917,0.0,6,5.212,11.167,0.0,18,3.894,11.184,0.0,1,1,0.5761,0.4746
2,11,碧梧栖凤,6,桐荫斋,7,面壁亭,954.02,9.84,16.0,1.6413,1,31.338,0.0,0.04634,0.09634,0.0,5,15.87,20.422,0.0,16,6.61,10.916,0.0,1,1,1.8783,1.2827
3,11,碧梧栖凤,10,南雪亭,6,桐荫斋,846.99,12.26,16.5,1.3674,1,25.824,0.0,0.059077,0.109077,0.0,8,3.48,10.263,0.0,17,11.009,15.562,0.0,1,1,1.8427,0.7889
4,11,碧梧栖凤,10,南雪亭,15,锄月轩,998.77,13.8,21.5,1.9987,1,19.812,0.0,0.061429,0.111429,0.0,8,3.48,10.263,0.0,22,3.595,9.549,0.0,1,1,1.8427,2.1346
5,11,碧梧栖凤,16,金栗斋,15,锄月轩,891.05,11.38,20.0,0.841,1,23.877,0.0,0.066653,0.116653,0.0,7,6.363,13.654,0.0,20,4.269,10.223,0.0,1,1,1.0924,0.4746
6,11,碧梧栖凤,15,锄月轩,10,南雪亭,1028.97,12.47,20.0,1.3846,1,21.054,0.0,0.081769,0.131769,0.0,6,5.212,11.167,0.0,20,3.105,9.888,0.0,1,1,0.5761,2.1346
7,11,碧梧栖凤,16,金栗斋,17,小沧浪馆,970.24,11.69,22.0,0.8638,1,23.05,0.0,0.090988,0.140988,0.0,7,6.363,13.654,0.0,22,3.912,9.396,0.0,1,1,1.0924,0.5902
8,11,碧梧栖凤,6,桐荫斋,1,正门石坊,1105.46,12.33,16.0,1.695,1,24.278,0.0,0.104467,0.149922,0.0909,5,15.87,20.422,0.0,16,2.508,3.855,0.0,1,1,1.8783,1.4967
9,11,碧梧栖凤,6,桐荫斋,10,南雪亭,956.41,11.58,13.0,1.4431,1,30.723,0.0,0.103901,0.153901,0.0,5,15.87,20.422,0.0,13,3.517,10.3,0.0,1,1,1.8783,0.7889
10,11,碧梧栖凤,16,金栗斋,12,石听琴室,961.94,11.35,19.0,0.9681,1,27.511,0.0,0.105619,0.155619,0.0,7,6.363,13.654,0.0,19,4.665,13.857,0.0,1,1,1.0924,0.8166
11,11,碧梧栖凤,6,桐荫斋,2,玉兰堂,1035.82,10.93,15.0,1.5258,1,34.804,0.0,0.134201,0.179655,0.0909,5,15.87,20.422,0.0,15,9.756,14.382,0.0,1,1,1.8783,1.0869
12,11,碧梧栖凤,7,面壁亭,6,桐荫斋,883.63,10.01,17.0,0.9722,1,40.479,0.053,0.145224,0.195224,0.0,4,20.612,24.917,0.053,17,11.009,15.562,0.0,1,1,0.7384,1.2827
13,11,碧梧栖凤,15,锄月轩,19,岁寒草庐,1119.94,12.55,24.0,0.5785,1,21.645,0.0,0.166928,0.216928,0.0,6,5.212,11.167,0.0,24,4.527,10.479,0.0,1,1,0.5761,0.5805
14,11,碧梧栖凤,16,金栗斋,19,岁寒草庐,1137.76,12.55,21.0,0.9326,1,24.589,0.0,0.1714,0.2214,0.0,7,6.363,13.654,0.0,21,4.983,10.935,0.0,1,2,1.0924,0.794
15,11,碧梧栖凤,7,面壁亭,8,锁绿轩,955.21,12.0,15.0,1.0139,1,35.238,0.053,0.180215,0.230215,0.0,4,20.612,24.917,0.053,15,4.312,10.32,0.0,1,1,0.7384,1.3215
16,11,碧梧栖凤,7,面壁亭,3,藕花水榭,1025.41,11.6,21.0,0.6767,1,32.901,0.053,0.193867,0.239321,0.0909,4,20.612,24.917,0.053,21,3.5,7.984,0.0,1,1,0.7384,0.6171
17,11,碧梧栖凤,7,面壁亭,2,玉兰堂,958.84,12.59,17.0,0.7622,1,39.185,0.053,0.243422,0.288877,0.0909,4,20.612,24.917,0.053,17,9.641,14.267,0.0,1,1,0.7384,0.7885
18,11,碧梧栖凤,7,面壁亭,12,石听琴室,1364.37,15.76,24.0,0.8131,1,38.816,0.053,0.445422,0.495422,0.0,4,20.612,24.917,0.053,24,4.707,13.898,0.0,1,2,0.7384,0.8568
19,11,碧梧栖凤,12,石听琴室,8,锁绿轩,904.26,10.78,14.5,0.8701,1,43.676,3.921,0.471855,0.521855,0.0,4,24.164,33.356,3.921,15,4.312,10.32,0.0,1,1,0.7773,0.9688
20,11,碧梧栖凤,12,石听琴室,13,坡仙琴馆,909.09,10.67,15.5,0.6876,1,44.674,3.921,0.489365,0.539365,0.0,4,24.164,33.356,3.921,16,4.704,11.319,0.0,1,1,0.7773,0.5932
21,11,碧梧栖凤,12,石听琴室,16,金栗斋,899.61,11.5,16.5,0.7962,1,44.4,3.921,0.500795,0.550795,0.0,4,24.164,33.356,3.921,17,3.754,11.044,0.0,1,1,0.7773,0.8166
22,11,碧梧栖凤,12,石听琴室,17,小沧浪馆,923.36,12.27,15.5,0.6003,1,42.603,3.921,0.528509,0.578509,0.0,4,24.164,33.356,3.921,16,3.764,9.247,0.0,1,1,0.7773,0.4199
23,11,碧梧栖凤,12,石听琴室,7,面壁亭,1326.51,15.78,24.5,0.8289,1,43.788,3.921,0.739529,0.789529,0.0,4,24.164,33.356,3.921,25,6.127,10.433,0.0,1,2,0.7773,0.8568
1,12,石听琴室,13,坡仙琴馆,9,湛露堂,792.15,8.42,18.5,0.5221,1,31.469,0.0,0.079401,0.129401,0.0,4,11.36,17.975,0.0,18,3.874,13.494,0.0,1,1,0.5932,0.432
2,12,石听琴室,13,坡仙琴馆,18,螺髻亭,906.1,10.95,17.5,0.7392,1,25.404,0.0,0.106735,0.152189,0.0909,4,11.36,17.975,0.0,17,3.709,7.429,0.0,1,1,0.5932,0.879
3,12,石听琴室,16,金栗斋,15,锄月轩,796.05,10.87,18.0,0.6608,1,28.985,0.0,0.104849,0.154849,0.0,5,11.439,18.73,0.0,18,4.301,10.256,0.0,1,1,0.8166,0.4746
4,12,石听琴室,16,金栗斋,17,小沧浪馆,875.24,11.18,20.0,0.7023,1,28.066,0.0,0.122571,0.172571,0.0,5,11.439,18.73,0.0,20,3.853,9.336,0.0,1,1,0.8166,0.5902
5,12,石听琴室,13,坡仙琴馆,17,小沧浪馆,935.66,11.12,20.5,0.6075,1,27.311,0.0,0.141725,0.191725,0.0,4,11.36,17.975,0.0,20,3.853,9.336,0.0,1,1,0.5932,0.6204
6,12,石听琴室,13,坡仙琴馆,14,拜石轩,887.35,10.84,16.5,0.6023,1,32.627,0.0,0.154404,0.199858,0.0909,4,11.36,17.975,0.0,16,3.297,14.652,0.0,1,1,0.5932,0.6114
7,12,石听琴室,16,金栗斋,11,碧梧栖凤,961.94,11.35,19.0,0.9681,1,33.713,0.0,0.155319,0.205319,0.0,5,11.439,18.73,0.0,19,7.058,14.984,0.0,1,1,0.8166,1.0924
8,12,石听琴室,13,坡仙琴馆,8,锁绿轩,1101.88,12.35,17.5,0.9578,1,28.087,0.0,0.181335,0.231335,0.0,4,11.36,17.975,0.0,17,4.103,10.112,0.0,1,1,0.5932,1.2029
9,12,石听琴室,16,金栗斋,19,岁寒草庐,1042.76,12.04,19.0,0.8034,1,29.457,0.0,0.182329,0.232329,0.0,5,11.439,18.73,0.0,19,4.775,10.727,0.0,1,2,0.8166,0.794
10,12,石听琴室,11,碧梧栖凤,10,南雪亭,931.11,12.65,18.0,1.3094,1,38.755,0.308,0.187125,0.237125,0.0,4,20.617,28.543,0.308,18,3.429,10.212,0.0,1,1,0.7773,1.8427
11,12,石听琴室,11,碧梧栖凤,6,桐荫斋,1040.53,11.97,15.0,1.3851,1,43.978,0.308,0.223608,0.273608,0.0,4,20.617,28.543,0.308,15,10.883,15.435,0.0,1,1,0.7773,1.8783
12,12,石听琴室,11,碧梧栖凤,15,锄月轩,961.31,11.32,16.0,0.6737,1,38.07,0.308,0.224245,0.274245,0.0,4,20.617,28.543,0.308,16,3.573,9.527,0.0,1,1,0.7773,0.5761
13,12,石听琴室,7,面壁亭,6,桐荫斋,1240.0,13.65,26.0,0.9872,1,25.654,0.0,0.227811,0.277811,0.0,13,5.997,10.302,0.0,26,10.8,15.352,0.0,2,1,0.8568,1.2827
14,12,石听琴室,11,碧梧栖凤,16,金栗斋,994.61,12.01,17.0,0.9448,1,39.587,0.308,0.229999,0.279999,0.0,4,20.617,28.543,0.308,17,3.754,11.044,0.0,1,1,0.7773,1.0924
15,12,石听琴室,11,碧梧栖凤,7,面壁亭,970.14,12.14,14.0,0.7571,1,38.833,0.308,0.240294,0.290294,0.0,4,20.617,28.543,0.308,14,5.985,10.29,0.0,1,1,0.7773,0.7384
16,12,石听琴室,7,面壁亭,8,锁绿轩,1311.58,15.64,24.0,1.0167,1,20.757,0.0,0.257611,0.307611,0.0,13,5.997,10.302,0.0,24,4.446,10.455,0.0,2,1,0.8568,1.3215
17,12,石听琴室,7,面壁亭,3,藕花水榭,1381.78,15.24,30.0,0.7663,1,17.366,0.0,0.271941,0.317396,0.0909,13,5.997,10.302,0.0,30,2.581,7.064,0.0,2,1,0.8568,0.6171
18,12,石听琴室,7,面壁亭,2,玉兰堂,1315.21,16.23,26.0,0.8332,1,24.68,0.0,0.311485,0.35694,0.0909,13,5.997,10.302,0.0,26,9.752,14.378,0.0,2,1,0.8568,0.7885
19,12,石听琴室,7,面壁亭,11,碧梧栖凤,1364.37,15.76,24.0,0.8131,1,25.105,0.0,0.318547,0.368547,0.0,13,5.997,10.302,0.0,24,6.877,14.802,0.0,2,1,0.8568,0.7384
20,12,石听琴室,17,小沧浪馆,18,螺髻亭,949.07,11.93,16.0,0.692,1,37.058,3.347,0.38564,0.431095,0.0909,4,24.222,29.705,3.347,16,3.632,7.353,0.0,1,1,0.4199,0.9449
21,12,石听琴室,8,锁绿轩,4,月到风来亭,812.3,10.18,15.0,1.4747,1,47.886,5.199,0.396533,0.441987,0.0909,3,30.468,36.477,5.199,15,2.833,11.409,0.0,1,1,0.9688,2.067
22,12,石听琴室,17,小沧浪馆,16,金栗斋,898.99,11.95,20.0,0.5036,1,41.817,3.347,0.418799,0.468799,0.0,4,24.222,29.705,3.347,20,4.822,12.112,0.0,1,1,0.4199,0.5902
23,12,石听琴室,17,小沧浪馆,20,藕香深处,946.92,12.08,17.0,0.6194,1,43.838,3.347,0.434345,0.484345,0.0,4,24.222,29.705,3.347,17,6.341,14.133,0.0,1,1,0.4199,0.8057
24,12,石听琴室,17,小沧浪馆,13,坡仙琴馆,949.93,12.72,20.0,0.5239,1,41.016,3.347,0.441761,0.491761,0.0,4,24.222,29.705,3.347,20,4.696,11.311,0.0,1,1,0.4199,0.6204
25,12,石听琴室,8,锁绿轩,7,面壁亭,889.33,10.64,15.0,1.1477,1,47.069,5.199,0.453183,0.503183,0.0,3,30.468,36.477,5.199,15,6.287,10.592,0.0,1,1,0.9688,1.3215
26,12,石听琴室,8,锁绿轩,9,湛露堂,905.01,10.77,15.0,1.2102,1,49.593,5.199,0.468474,0.518474,0.0,3,30.468,36.477,5.199,15,3.496,13.116,0.0,1,1,0.9688,1.4368
27,12,石听琴室,8,锁绿轩,3,藕花水榭,1006.33,11.82,15.0,1.1146,1,44.43,5.199,0.496523,0.541977,0.0909,3,30.468,36.477,5.199,15,3.47,7.953,0.0,1,1,0.9688,1.227
28,12,石听琴室,8,锁绿轩,13,坡仙琴馆,1097.05,12.46,16.0,1.1094,1,47.796,5.199,0.553445,0.603445,0.0,3,30.468,36.477,5.199,16,4.704,11.319,0.0,1,1,0.9688,1.2029
1,13,坡仙琴馆,18,螺髻亭,21,碧梧台,747.06,10.3,14.5,0.9191,1,25.026,0.0,0.034591,0.074591,0.2,5,9.845,13.565,0.0,14,5.445,11.46,0.0,1,1,0.879,0.9846
2,13,坡仙琴馆,18,螺髻亭,17,小沧浪馆,955.0,12.1,15.5,0.9129,1,22.746,0.0,0.123791,0.169246,0.0909,5,9.845,13.565,0.0,15,3.697,9.18,0.0,1,1,0.879,0.9449
3,13,坡仙琴馆,17,小沧浪馆,18,螺髻亭,984.56,12.27,20.0,0.7825,1,20.846,0.0,0.135848,0.181302,0.0909,8,8.054,13.537,0.0,20,3.588,7.308,0.0,1,1,0.6204,0.9449
4,13,坡仙琴馆,18,螺髻亭,20,藕香深处,959.82,12.89,16.5,0.9774,1,27.589,0.0,0.170453,0.215908,0.0909,5,9.845,13.565,0.0,16,6.232,14.023,0.0,1,1,0.879,1.0692
5,13,坡仙琴馆,17,小沧浪馆,16,金栗斋,934.48,12.29,24.0,0.6062,1,25.233,0.0,0.16639,0.21639,0.0,8,8.054,13.537,0.0,24,4.405,11.695,0.0,1,1,0.6204,0.5902
6,13,坡仙琴馆,9,湛露堂,5,金粟亭,777.02,8.73,23.0,0.5667,1,38.354,0.762,0.171729,0.217184,0.0909,6,20.287,29.907,0.762,23,2.128,8.446,0.0,1,1,0.432,0.6767
7,13,坡仙琴馆,9,湛露堂,8,锁绿轩,816.09,9.9,19.0,1.0069,1,39.954,0.762,0.183218,0.233218,0.0,6,20.287,29.907,0.762,19,4.038,10.047,0.0,1,1,0.432,1.4368
8,13,坡仙琴馆,17,小沧浪馆,20,藕香深处,982.41,12.42,21.0,0.7128,1,27.826,0.0,0.189778,0.239778,0.0,8,8.054,13.537,0.0,21,6.496,14.288,0.0,1,1,0.6204,0.8057
9,13,坡仙琴馆,17,小沧浪馆,12,石听琴室,949.93,12.72,20.0,0.5239,1,27.036,0.0,0.200518,0.250518,0.0,8,8.054,13.537,0.0,20,4.307,13.499,0.0,1,1,0.6204,0.4199
10,13,坡仙琴馆,9,湛露堂,14,拜石轩,750.04,8.41,20.0,0.4663,1,44.928,0.762,0.206957,0.252411,0.0909,6,20.287,29.907,0.762,20,3.666,15.021,0.0,1,1,0.432,0.4961
11,13,坡仙琴馆,18,螺髻亭,14,拜石轩,1024.37,13.65,17.5,0.8346,1,28.318,0.0,0.225096,0.265096,0.2,5,9.845,13.565,0.0,17,3.398,14.753,0.0,1,1,0.879,0.7979
12,13,坡仙琴馆,8,锁绿轩,4,月到风来亭,1033.11,13.24,17.0,1.5159,1,38.937,0.37,0.249089,0.294544,0.0909,5,21.582,27.59,0.37,17,2.77,11.346,0.0,1,1,1.2029,2.067
13,13,坡仙琴馆,9,湛露堂,4,月到风来亭,902.59,10.13,25.0,0.6533,1,41.097,0.762,0.251765,0.297219,0.0909,6,20.287,29.907,0.762,25,2.613,11.19,0.0,1,1,0.432,0.7928
14,13,坡仙琴馆,8,锁绿轩,12,石听琴室,1097.05,12.46,16.0,1.1094,1,41.452,0.37,0.298971,0.348971,0.0,5,21.582,27.59,0.37,16,4.67,13.862,0.0,1,1,1.2029,0.9688
15,13,坡仙琴馆,8,锁绿轩,7,面壁亭,1110.14,13.7,17.0,1.2511,1,38.532,0.37,0.303148,0.353148,0.0,5,21.582,27.59,0.37,17,6.636,10.942,0.0,1,1,1.2029,1.3215
16,13,坡仙琴馆,8,锁绿轩,9,湛露堂,1125.82,13.83,17.0,1.2999,1,40.598,0.37,0.319548,0.369548,0.0,5,21.582,27.59,0.37,17,3.387,13.007,0.0,1,1,1.2029,1.4368
17,13,坡仙琴馆,8,锁绿轩,3,藕花水榭,1227.14,14.88,17.0,1.2141,1,35.264,0.37,0.348014,0.393469,0.0909,5,21.582,27.59,0.37,17,3.19,7.674,0.0,1,1,1.2029,1.227
18,13,坡仙琴馆,12,石听琴室,8,锁绿轩,881.07,9.29,14.5,0.7799,1,43.676,3.921,0.448651,0.498651,0.0,4,24.164,33.356,3.921,15,4.312,10.32,0.0,1,1,0.5932,0.9688
19,13,坡仙琴馆,12,石听琴室,16,金栗斋,876.42,10.01,16.5,0.7036,1,44.4,3.921,0.477337,0.527337,0.0,4,24.164,33.356,3.921,17,3.754,11.044,0.0,1,1,0.5932,0.8166
20,13,坡仙琴馆,12,石听琴室,17,小沧浪馆,900.17,10.78,15.5,0.5052,1,42.603,3.921,0.509992,0.559992,0.0,4,24.164,33.356,3.921,16,3.764,9.247,0.0,1,1,0.5932,0.4199
21,13,坡仙琴馆,12,石听琴室,11,碧梧栖凤,909.09,10.67,15.5,0.6876,1,47.683,3.921,0.525569,0.575569,0.0,4,24.164,33.356,3.921,16,6.402,14.327,0.0,1,1,0.5932,0.7773
22,13,坡仙琴馆,14,拜石轩,9,湛露堂,845.24,10.83,18.5,0.5568,1,50.006,3.806,0.530755,0.576209,0.0909,4,24.729,36.084,3.806,19,4.302,13.923,0.0,1,1,0.6114,0.4961
23,13,坡仙琴馆,14,拜石轩,18,螺髻亭,1005.62,13.54,19.5,0.7155,1,43.392,3.806,0.587976,0.627976,0.2,4,24.729,36.084,3.806,20,3.588,7.308,0.0,1,1,0.6114,0.7979
24,13,坡仙琴馆,14,拜石轩,5,金粟亭,1143.13,13.39,20.5,0.6259,1,44.488,3.806,0.63674,0.67674,0.2,4,24.729,36.084,3.806,21,2.086,8.405,0.0,1,1,0.6114,0.6351
25,13,坡仙琴馆,12,石听琴室,7,面壁亭,1303.32,14.29,24.5,0.7672,1,43.788,3.921,0.694549,0.744549,0.0,4,24.164,33.356,3.921,25,6.127,10.433,0.0,1,2,0.5932,0.8568
26,13,坡仙琴馆,14,拜石轩,21,碧梧台,1300.23,14.88,20.5,0.9838,1,48.168,3.806,0.709334,0.749334,0.2,4,24.729,36.084,3.806,21,6.069,12.084,0.0,1,1,0.6114,1.1772
1,14,拜石轩,18,螺髻亭,21,碧梧台,845.13,11.23,15.5,0.8606,1,22.023,0.0,0.065091,0.098424,0.3333,6,6.936,10.657,0.0,15,5.352,11.367,0.0,1,1,0.7979,0.9846
2,14,拜石轩,21,碧梧台,18,螺髻亭,1139.74,12.57,17.0,1.1292,1,20.372,0.0,0.131109,0.164442,0.3333,7,6.928,12.943,0.0,17,3.709,7.429,0.0,1,1,1.1772,0.9846
3,14,拜石轩,5,金粟亭,4,月到风来亭,1063.42,11.06,16.5,0.7451,1,21.963,0.0,0.134184,0.167518,0.3333,7,4.193,10.511,0.0,16,2.875,11.452,0.0,1,1,0.6351,0.9558
4,14,拜石轩,13,坡仙琴馆,9,湛露堂,793.6,10.08,18.5,0.5325,1,31.469,0.0,0.135111,0.180565,0.0909,4,11.36,17.975,0.0,18,3.874,13.494,0.0,1,1,0.6114,0.432
5,14,拜石轩,18,螺髻亭,17,小沧浪馆,1053.07,13.03,16.5,0.8666,1,19.904,0.0,0.15491,0.19491,0.2,6,6.936,10.657,0.0,16,3.764,9.247,0.0,1,1,0.7979,0.9449
6,14,拜石轩,13,坡仙琴馆,18,螺髻亭,907.55,12.61,17.5,0.748,1,25.404,0.0,0.161815,0.201815,0.2,4,11.36,17.975,0.0,17,3.709,7.429,0.0,1,1,0.6114,0.879
7,14,拜石轩,13,坡仙琴馆,12,石听琴室,887.35,10.84,16.5,0.6023,1,31.837,0.0,0.174411,0.219866,0.0909,4,11.36,17.975,0.0,16,4.67,13.862,0.0,1,1,0.6114,0.5932
